id,name,category,subcategory,unit,image,price,brand,carton_qty,packaging,description
שונ008,גליל קופה 57/40 יח׳,שונים,,יחידה,images/שונים/גליל קופה 57.webp,25,,,,"גליל נייר לקופה רושמת במידה 57/40. מתאים לקופות ולמסופי סליקה נפוצים, ופריט שאסור שייגמר בעסק שמנפיק קבלות בכל עסקה."
שונ009,גליל קופה 80/80 5 יח׳,שונים,,יחידה,images/שונים/גליל קופה 80.webp,20,,,,"גליל נייר לקופה במידה 80/80 במארז 5 יחידות. המידה הרחבה מתאימה למדפסות קבלה של מסעדות, חנויות ומסופי מכירה, והמארז מספיק לתקופת עבודה."
שונ010,גליל ניילון נצמד לאריזה,שונים,,יחידה,images/שונים/גלילות ניילון נצמד לאריזה.webp,4.25,,,,"גליל ניילון נצמד לאריזה — עוטף משטחים, ארגזים ומשלוחים ומייצב אותם להובלה. פריט מרכזי בעמדת אריזה ובמחסן."
שונ011,מארז ניילון נצמד 3 ק״ג צבע שקוף,שונים,,יחידה,images/שונים/מארז ניילון נצמד 3 קג צבע שקוף 6 יח׳.webp,25,,,,"מארז ניילון נצמד שקוף במשקל 3 ק״ג לאריזת מזון ומשטחים. השקיפות מאפשרת לזהות את התוכן בלי לפתוח, ומשמשת מטבחים מסחריים, קייטרינג ומחסנים."
שונ012,ניילון נצמד 45 סמ רוחב,שונים,,יחידה,images/שונים/ניילון נצמד 45 סמ רוחב.webp,15,,,,"ניילון נצמד ברוחב 45 ס״מ לעטיפת מגשים, מיכלים ומנות. הרוחב מתאים לכיסוי מגשי הגשה ותבניות במטבח מסחרי ובקייטרינג."
שונ013,סרט הדבקה שישייה,שונים,,יחידה,images/שונים/סרט הדבקה שישייה.webp,36,,,,"סרט הדבקה במארז שישייה לאריזה, לסגירת ארגזים ולשימוש משרדי. כמות שמספיקה לכמה עמדות אריזה או לתקופת עבודה ארוכה."
שונ014,קפה טורקי 100 גרם,שונים,,יחידה,images/שונים/קפה טורקי 100 גרם.webp,9.5,,,,קפה טורקי באריזת 100 גרם להכנת קפה שחור. גודל נוח לפינת קפה משרדית או לעסק שמגיש קפה ללקוחות בכמות מדודה.
שונ015,קפה שחור 1 קילו,שונים,,יחידה,images/שונים/קפה שחור 1 קילו.webp,57,,,,"קפה שחור באריזת קילו — פורמט מוסדי לפינות קפה, למטבחונים ולעסקים שמגישים קפה לאורך כל היום. עלות מנה נמוכה משמעותית מול אריזות קטנות."
שונ016,רדיד אלומיניום 50 מטר,שונים,,יחידה,images/שונים/רדיד אלומיניום 50 מטר.png,35,,,,"רדיד אלומיניום באורך 50 מטר לעטיפה, לאפייה ולשמירת חום. פריט יסוד במטבח מסחרי, בקייטרינג ובעסקי משלוחים שמגישים מנות חמות."
שונ017,שמן קנולה,שונים,,יחידה,images/שונים/שמן קנולה.webp,0,,,,"שמן קנולה לבישול ולטיגון. שמן ניטרלי בטעם שמתאים למגוון רחב של מנות, ומשמש מטבחים מסחריים, קייטרינג ומטבחונים מוסדיים."
שונ018,שעווניות במגוון דוגמאות,שונים,,יחידה,images/שונים/שעווניות במגוון דוגמאות.webp,195,,,,"שעווניות במגוון דוגמאות לכיסוי שולחנות. נוחות לניקוי ומגנות על השולחן, ולכן נפוצות באולמות, בגני ילדים, במוסדות ובאירועים."
שונ019,תה ויסוצקי 2000 יח׳,שונים,,יחידה,images/שונים/תה ויסוצקי 2000 יח׳.webp,120,,,,"תה ויסוצקי במארז 2000 שקיות — פורמט מוסדי לפינות קפה ולחדרי אוכל. מותג מוכר שעובדים ואורחים מזהים, בכמות שמחזיקה לאורך זמן."
